id	term	region	sex	name	surname	party	change
Naci.Bostancı	24	Amasya	M	Naci	Bostancı	AKP	
Naci.Bostancı	25	Amasya	M	Naci	Bostancı	AKP	
Naci.Bostancı	26	Amasya	M	Naci	Bostancı	AKP	
Nadir.Saraç	22	Zonguldak	M	Nadir	Saraç	CHP	
Nadir.Yıldırım	26	Van	M	Nadir	Yıldırım	HDP	
Nail.Çelebi	21	Trabzon	M	Nail	Çelebi	MHP	
Nail.Kamacı	22	Antalya	M	Nail	Kamacı	CHP	
NamıkHakan.Durhan	21	Malatya	M	Namık Hakan	Durhan	MHP	
Namık.Havutça	24	Balıkesir	M	Namık	Havutça	CHP	
Namık.Havutça	25	Balıkesir	M	Namık	Havutça	CHP	
Namık.Havutça	26	Balıkesir	M	Namık	Havutça	CHP	
NamıkKemal.Atahan	21	Hatay	M	Namık Kemal	Atahan	DSP	
Nazif.Okumuş	21	İstanbul	M	Nazif	Okumuş	MHP	
Nazif.Topaloğlu	21	Muğla	M	Nazif	Topaloğlu	DSP	
Nazire.Karakuş	21	İstanbul	F	Nazire	Karakuş	DSP	
Nazım.Ekren	22	İstanbul	M	Nazım	Ekren	AKP	
Nazım.Ekren	23	İstanbul	M	Nazım	Ekren	AKP	
Nazım.Maviş	26	Sinop	M	Nazım	Maviş	AKP	
Nazım.Maviş	27	Sinop	M	Nazım	Maviş	AKP	
NazırCihangir.İslam	27	İstanbul	M	Nazır Cihangir	İslam	CHP	Bağımsız
Nazlı.Ilıcak	21	İstanbul	F	Nazlı	Ilıcak	FAZILET	
Nazmi.Gür	24	Van	M	Nazmi	Gür	Bağımsız	HDP
Nebi.Bozkurt	24	Mersin	F	Nebi	Bozkurt	AKP	
Necat.Birinci	23	İstanbul	M	Necat	Birinci	AKP	
Necati.Albay	21	Eskişehir	M	Necati	Albay	DSP	
Necati.Çetinkaya	21	Manisa	M	Necati	Çetinkaya	DYP	
Necati.Özensoy	23	Bursa	M	Necati	Özensoy	MHP	
Necati.Özensoy	24	Bursa	M	Necati	Özensoy	MHP	
Necati.Tığlı	27	Giresun	M	Necati	Tığlı	CHP	
Necati.Uzdil	22	Osmaniye	M	Necati	Uzdil	CHP	
Necati.Yılmaz	25	Ankara	M	Necati	Yılmaz	CHP	
Necati.Yılmaz	26	Ankara	M	Necati	Yılmaz	CHP	
Necati.Yöndar	21	Bingöl	M	Necati	Yöndar	DYP	
Necdet.Budak	22	Edirne	M	Necdet	Budak	AKP	
Necdet.Budak	23	Edirne	M	Necdet	Budak	AKP	
Necdet.İpekyüz	27	Batman	M	Necdet	İpekyüz	HDP	
Necdet.Saruhan	21	İstanbul	M	Necdet	Saruhan	DSP	
Necdet.Tekin	21	Kırklareli	M	Necdet	Tekin	DSP	
Necdet.Ünüvar	23	Adana	M	Necdet	Ünüvar	AKP	
Necdet.Ünüvar	24	Adana	M	Necdet	Ünüvar	AKP	
Necdet.Ünüvar	25	Adana	M	Necdet	Ünüvar	AKP	
Necdet.Ünüvar	26	Adana	M	Necdet	Ünüvar	AKP	
Necip.Kalkan	26	İzmir	M	Necip	Kalkan	AKP	
Necip.Nasır	27	İzmir	M	Necip	Nasır	AKP	
Necip.Taylan	23	Tekirdağ	M	Necip	Taylan	AKP	
Necla.Arat	23	İstanbul	F	Necla	Arat	CHP	
Necmettin.Cevheri	21	Şanlıurfa	M	Necmettin	Cevheri	DYP	
Necmi.Hoşver	21	Bolu	M	Necmi	Hoşver	DYP	
Nedret.Akova	24	Balıkesir	M	Nedret	Akova	CHP	
Nejat.Arseven	21	Ankara	M	Nejat	Arseven	ANAP	
Nejat.Gencan	22	Edirne	M	Nejat	Gencan	CHP	
Neslihan.Hancıoğlu	27	Samsun	F	Neslihan	Hancıoğlu	CHP	
Nesrin.Baytok	23	Ankara	F	Nesrin	Baytok	CHP	
Nesrin.Nas	21	İstanbul	F	Nesrin	Nas	ANAP	
Nesrin.Ulema	24	İzmir	F	Nesrin	Ulema	AKP	
Nesrin.Ulema	25	İzmir	F	Nesrin	Ulema	AKP	
Nesrin.Ünal	21	Antalya	F	Nesrin	Ünal	MHP	
Nevfel.Şahin	21	Çanakkale	M	Nevfel	Şahin	DYP	
NevinGaye.Erbatur	22	Adana	F	Nevin Gaye	Erbatur	CHP	
NevinGaye.Erbatur	23	Adana	F	Nevin Gaye	Erbatur	CHP	
Nevin.Taşlıçay	27	Ankara	F	Nevin	Taşlıçay	MHP	
Nevzat.Ceylan	25	Ankara	M	Nevzat	Ceylan	AKP	
Nevzat.Ceylan	26	Ankara	M	Nevzat	Ceylan	AKP	
Nevzat.Ceylan	27	Ankara	M	Nevzat	Ceylan	AKP	
Nevzat.Doğan	22	Kocaeli	M	Nevzat	Doğan	AKP	
Nevzat.Ercan	21	Sakarya	M	Nevzat	Ercan	DYP	
Nevzat.Pakdil	22	Kahramanmaraş	M	Nevzat	Pakdil	AKP	
Nevzat.Pakdil	23	Kahramanmaraş	M	Nevzat	Pakdil	AKP	
Nevzat.Pakdil	24	Kahramanmaraş	M	Nevzat	Pakdil	AKP	
Nevzat.Palta	25	Aksaray	M	Nevzat	Palta	AKP	
Nevzat.Şatıroğlu	27	İstanbul	M	Nevzat	Şatıroğlu	AKP	
Nevzat.Taner	21	Kahramanmaraş	M	Nevzat	Taner	MHP	
Nevzat.Yalçıntaş	21	İstanbul	M	Nevzat	Yalçıntaş	FAZILET	
Nevzat.Yalçıntaş	22	İstanbul	M	Nevzat	Yalçıntaş	AKP	
Nezir.Aydın	21	Sakarya	F	Nezir	Aydın	FAZILET	
Nezir.Büyükcengiz	22	Konya	F	Nezir	Büyükcengiz	CHP	
Nidai.Seven	21	Ağrı	M	Nidai	Seven	MHP	
Nihan.İlgün	21	Tekirdağ	F	Nihan	İlgün	DYP	
Nihat.Akdoğan	25	Hakkâri	M	Nihat	Akdoğan	HDP	
Nihat.Akdoğan	26	Hakkâri	M	Nihat	Akdoğan	HDP	
Nihat.Ergün	22	Kocaeli	M	Nihat	Ergün	AKP	
Nihat.Ergün	23	Kocaeli	M	Nihat	Ergün	AKP	
Nihat.Ergün	24	Kocaeli	M	Nihat	Ergün	AKP	
Nihat.Eri	22	Mardin	M	Nihat	Eri	AKP	
Nihat.Gökbulut	21	Kırıkkale	M	Nihat	Gökbulut	ANAP	
Nihat.Öztürk	26	Muğla	M	Nihat	Öztürk	AKP	
Nihat.Yeşil	25	Ankara	M	Nihat	Yeşil	CHP	
Nihat.Yeşil	26	Ankara	M	Nihat	Yeşil	CHP	
Nihat.Yeşil	27	Ankara	M	Nihat	Yeşil	CHP	
Nihat.Zeybekci	24	Denizli	M	Nihat	Zeybekci	AKP	
Nihat.Zeybekci	25	Denizli	M	Nihat	Zeybekci	AKP	
Nihat.Zeybekci	26	Denizli	M	Nihat	Zeybekci	AKP	
Nilgün.Ök	27	Denizli	F	Nilgün	Ök	AKP	
Nimet.Baş	24	İstanbul	F	Nimet	Baş	AKP	
Nimet.Çubukçu	22	İstanbul	F	Nimet	Çubukçu	AKP	
Nimet.Çubukçu	23	İstanbul	F	Nimet	Çubukçu	AKP	
Nimetullah.Erdoğmuş	25	Diyarbakır	M	Nimetullah	Erdoğmuş	HDP	
Nimetullah.Erdoğmuş	26	Diyarbakır	M	Nimetullah	Erdoğmuş	HDP	
Nimetullah.Erdoğmuş	27	Şanlıurfa	M	Nimetullah	Erdoğmuş	HDP	
Niyazi.Güneş	27	Karabük	M	Niyazi	Güneş	AKP	
NiyaziNefi.Kara	25	Antalya	M	Niyazi Nefi	Kara	CHP	
NiyaziNefi.Kara	26	Antalya	M	Niyazi Nefi	Kara	CHP	
Niyazi.Özcan	22	Kayseri	M	Niyazi	Özcan	AKP	
Niyazi.Pakyürek	22	Bursa	M	Niyazi	Pakyürek	AKP	
Nizamettin.Sevgili	21	Siirt	M	Nizamettin	Sevgili	ANAP	
Nükhet.Hotar	22	İzmir	F	Nükhet	Hotar	AKP	
Nükhet.Hotar	23	İzmir	F	Nükhet	Hotar	AKP	
Nükhet.Hotar	25	İzmir	F	Nükhet	Hotar	AKP	
Nükhet.Hotar	26	İzmir	F	Nükhet	Hotar	AKP	
Numan.Gültekin	21	Balıkesir	M	Numan	Gültekin	DSP	
Numan.Kurtulmuş	25	Ordu	M	Numan	Kurtulmuş	AKP	
Numan.Kurtulmuş	26	Ordu	M	Numan	Kurtulmuş	AKP	
Numan.Kurtulmuş	27	İstanbul	M	Numan	Kurtulmuş	AKP	
Nural.Karagöz	21	Kırklareli	M	Nural	Karagöz	DSP	
Nuran.İmir	27	Şırnak	F	Nuran	İmir	HDP	
Nurcan.Dalbudak	24	Denizli	F	Nurcan	Dalbudak	AKP	
Nurdan.Şanlı	24	Ankara	F	Nurdan	Şanlı	AKP	
Nur.DoğanTopaloğlu	22	Ankara	F	Nur	Doğan Topaloğlu	AKP	
Nureddin.Nebati	24	İstanbul	M	Nureddin	Nebati	AKP	
Nureddin.Nebati	25	Şanlıurfa	M	Nureddin	Nebati	AKP	
Nureddin.Nebati	26	İstanbul	M	Nureddin	Nebati	AKP	
Nurettin.Akman	23	Çankırı	M	Nurettin	Akman	AKP	
Nurettin.Aktaş	21	Gaziantep	M	Nurettin	Aktaş	FAZILET	
Nurettin.Aktaş	22	Gaziantep	M	Nurettin	Aktaş	AKP	
Nurettin.Aras	26	Iğdır	M	Nurettin	Aras	AKP	
Nurettin.Atik	21	Diyarbakır	M	Nurettin	Atik	DYP	
Nurettin.Canikli	22	Giresun	M	Nurettin	Canikli	AKP	
Nurettin.Canikli	23	Giresun	M	Nurettin	Canikli	AKP	
Nurettin.Canikli	24	Giresun	M	Nurettin	Canikli	AKP	
Nurettin.Canikli	26	Giresun	M	Nurettin	Canikli	AKP	
Nurettin.Canikli	27	İstanbul	M	Nurettin	Canikli	AKP	
Nurettin.Demir	24	Muğla	M	Nurettin	Demir	CHP	
Nurettin.Demir	25	Muğla	M	Nurettin	Demir	CHP	
Nurettin.Demir	26	Muğla	M	Nurettin	Demir	CHP	
Nurettin.Dilek	21	Diyarbakır	M	Nurettin	Dilek	ANAP	
Nurettin.Sözen	22	Sivas	M	Nurettin	Sözen	CHP	
Nurettin.Yaşar	25	Malatya	M	Nurettin	Yaşar	AKP	
Nurettin.Yaşar	26	Malatya	M	Nurettin	Yaşar	AKP	
Nurhan.Tekinel	21	Kastamonu	F	Nurhan	Tekinel	DYP	
Nurhayat.AltacaKayışoğlu	25	Bursa	F	Nurhayat	Altaca Kayışoğlu	CHP	
Nurhayat.AltacaKayışoğlu	26	Bursa	F	Nurhayat	Altaca Kayışoğlu	CHP	
Nurhayat.AltacaKayışoğlu	27	Bursa	F	Nurhayat	Altaca Kayışoğlu	CHP	
Nuri.Çilingir	22	Manisa	M	Nuri	Çilingir	CHP	
Nuri.Okutan	25	Isparta	M	Nuri	Okutan	MHP	
Nuri.Okutan	26	Isparta	M	Nuri	Okutan	MHP	IYI
Nuri.Uslu	23	Uşak	M	Nuri	Uslu	AKP	
Nursel.Aydoğan	24	Diyarbakır	F	Nursel	Aydoğan	Bağımsız	HDP
Nursel.Aydoğan	25	Diyarbakır	F	Nursel	Aydoğan	HDP	
Nursel.Aydoğan	26	Diyarbakır	F	Nursel	Aydoğan	HDP	Milletvekilliğinin düşmesi
Nursel.Reyhanlıoğlu	25	Kahramanmaraş	F	Nursel	Reyhanlıoğlu	AKP	
Nursel.Reyhanlıoğlu	26	Kahramanmaraş	F	Nursel	Reyhanlıoğlu	AKP	
Nusret.Bayraktar	22	İstanbul	M	Nusret	Bayraktar	AKP	
Nusret.Bayraktar	23	İstanbul	M	Nusret	Bayraktar	AKP	
Nusret.Bayraktar	24	Rize	M	Nusret	Bayraktar	AKP	
Nusrettin.Maçin	27	Şanlıurfa	M	Nusrettin	Maçin	HDP	
Oğuz.Aygün	21	Ankara	M	Oğuz	Aygün	DSP	
Oğuzhan.Asiltürk	21	Malatya	M	Oğuzhan	Asiltürk	FAZILET	
Oğuzhan.Kaya	27	Çorum	M	Oğuzhan	Kaya	AKP	
OğuzKaan.Köksal	25	Kırıkkale	M	Oğuz Kaan	Köksal	AKP	
OğuzKaan.Salıcı	25	İstanbul	M	Oğuz Kaan	Salıcı	CHP	
OğuzKaan.Salıcı	26	İstanbul	M	Oğuz Kaan	Salıcı	CHP	
OğuzKaan.Salıcı	27	İstanbul	M	Oğuz Kaan	Salıcı	CHP	
OğuzKağan.Köksal	24	Kırıkkale	M	Oğuz Kağan	Köksal	AKP	
Oğuz.Oyan	22	İzmir	M	Oğuz	Oyan	CHP	
Oğuz.Oyan	23	İzmir	M	Oğuz	Oyan	CHP	
Oğuz.Oyan	24	İzmir	M	Oğuz	Oyan	CHP	
Oğuz.Tezmen	21	Bursa	M	Oğuz	Tezmen	DYP	
Okan.Gaytancıoğlu	25	Edirne	M	Okan	Gaytancıoğlu	CHP	
Okan.Gaytancıoğlu	26	Edirne	M	Okan	Gaytancıoğlu	CHP	
Okan.Gaytancıoğlu	27	Edirne	M	Okan	Gaytancıoğlu	CHP	
Oktay.Çanak	25	Ordu	M	Oktay	Çanak	AKP	
Oktay.Çanak	26	Ordu	M	Oktay	Çanak	AKP	
Oktay.Ekşi	24	İstanbul	M	Oktay	Ekşi	CHP	
Oktay.Öztürk	24	Erzurum	M	Oktay	Öztürk	MHP	
Oktay.Öztürk	25	Mersin	M	Oktay	Öztürk	MHP	
Oktay.Öztürk	26	Mersin	M	Oktay	Öztürk	MHP	
Oktay.Saral	24	İstanbul	M	Oktay	Saral	AKP	
Oktay.Vural	21	İzmir	M	Oktay	Vural	MHP	
Oktay.Vural	23	İzmir	M	Oktay	Vural	MHP	
Oktay.Vural	24	İzmir	M	Oktay	Vural	MHP	
Oktay.Vural	25	İzmir	M	Oktay	Vural	MHP	
Oktay.Vural	26	İzmir	M	Oktay	Vural	MHP	
Olcay.Kılavuz	27	Mersin	M	Olcay	Kılavuz	MHP	
Ömer.Abuşoğlu	22	Gaziantep	M	Ömer	Abuşoğlu	AKP	
Ömer.Barutçu	21	Zonguldak	M	Ömer	Barutçu	DYP	
Ömer.Çelik	22	Adana	M	Ömer	Çelik	AKP	
Ömer.Çelik	23	Adana	M	Ömer	Çelik	AKP	
Ömer.Çelik	24	Adana	M	Ömer	Çelik	AKP	
Ömer.Çelik	26	Adana	M	Ömer	Çelik	AKP	
Ömer.Dinçer	23	İstanbul	M	Ömer	Dinçer	AKP	
Ömer.Dinçer	24	İstanbul	M	Ömer	Dinçer	AKP	
Ömer.Ertaş	21	Mardin	M	Ömer	Ertaş	ANAP	
ÖmerFaruk.Gergerlioğlu	27	Kocaeli	M	Ömer Faruk	Gergerlioğlu	HDP	
ÖmerFaruk.Öz	23	Malatya	M	Ömer Faruk	Öz	AKP	
ÖmerFaruk.Öz	24	Malatya	M	Ömer Faruk	Öz	AKP	
ÖmerFethi.Gürer	26	Niğde	M	Ömer Fethi	Gürer	CHP	
ÖmerFethi.Gürer	27	Niğde	M	Ömer Fethi	Gürer	CHP	
Ömer.İnan	22	Mersin	M	Ömer	İnan	AKP	
Ömer.İnan	23	Mersin	M	Ömer	İnan	AKP	
Ömer.İzgi	21	Konya	M	Ömer	İzgi	MHP	
Ömer.Kulaksız	22	Sivas	M	Ömer	Kulaksız	AKP	
Ömer.Öcalan	27	Şanlıurfa	M	Ömer	Öcalan	HDP	
Ömer.Özyılmaz	22	Erzurum	M	Ömer	Özyılmaz	AKP	
Ömer.Selvi	24	Niğde	M	Ömer	Selvi	AKP	
Ömer.Serdar	26	Elazığ	M	Ömer	Serdar	AKP	
ÖmerSüha.Aldan	24	Muğla	M	Ömer Süha	Aldan	CHP	
ÖmerSüha.Aldan	25	Muğla	M	Ömer Süha	Aldan	CHP	
ÖmerSüha.Aldan	26	Muğla	M	Ömer Süha	Aldan	CHP	
Ömer.Ünal	26	Konya	M	Ömer	Ünal	AKP	
Ömer.Üstünkol	21	Zonguldak	M	Ömer	Üstünkol	DSP	
ÖmerVehbi.Hatipoğlu	21	Diyarbakır	M	Ömer Vehbi	Hatipoğlu	FAZILET	
ÖmerZülfü.Livaneli	22	İstanbul	M	Ömer Zülfü	Livaneli	CHP	
Önder.Matlı	24	Bursa	M	Önder	Matlı	AKP	
Önder.Matlı	25	Bursa	M	Önder	Matlı	AKP	
Önder.Sav	22	Ankara	M	Önder	Sav	CHP	
Önder.Sav	23	Ankara	M	Önder	Sav	CHP	
Öner.Ergenç	22	Siirt	M	Öner	Ergenç	AKP	
Öner.Gülyeşil	22	Siirt	M	Öner	Gülyeşil	AKP	
Onur.Öymen	22	İstanbul	M	Onur	Öymen	CHP	
Onur.Öymen	23	Bursa	M	Onur	Öymen	CHP	
Onursal.Adıgüzel	25	İstanbul	M	Onursal	Adıgüzel	CHP	
Onursal.Adıgüzel	26	İstanbul	M	Onursal	Adıgüzel	CHP	
Onursal.Adıgüzel	27	İstanbul	M	Onursal	Adıgüzel	CHP	
Orhan.Atalay	24	Ardahan	M	Orhan	Atalay	AKP	
Orhan.Atalay	25	Ardahan	M	Orhan	Atalay	AKP	
Orhan.Atalay	26	Ardahan	M	Orhan	Atalay	AKP	
Orhan.Atalay	27	Ardahan	M	Orhan	Atalay	AKP	
Orhan.Bıçakçıoğlu	21	Trabzon	M	Orhan	Bıçakçıoğlu	MHP	
Orhan.Çakırlar	27	Edirne	M	Orhan	Çakırlar	IYI	
Orhan.Deligöz	26	Erzurum	M	Orhan	Deligöz	AKP	
Orhan.Düzgün	24	Tokat	M	Orhan	Düzgün	CHP	
Orhan.Düzgün	25	Tokat	M	Orhan	Düzgün	CHP	
Orhan.Eraslan	22	Niğde	M	Orhan	Eraslan	CHP	
Orhan.Erdem	22	Konya	M	Orhan	Erdem	AKP	
Orhan.Erdem	23	Konya	M	Orhan	Erdem	AKP	
Orhan.Erdem	27	Konya	M	Orhan	Erdem	AKP	
Orhan.Erzurum	25	Giresun	M	Orhan	Erzurum	MHP	
Orhan.Karasayar	23	Hatay	M	Orhan	Karasayar	AKP	
Orhan.Karasayar	24	Hatay	M	Orhan	Karasayar	AKP	
Orhan.Karasayar	25	Hatay	M	Orhan	Karasayar	AKP	
Orhan.Karasayar	26	Hatay	M	Orhan	Karasayar	AKP	
Orhan.Kırcalı	26	Samsun	M	Orhan	Kırcalı	AKP	
Orhan.Kırcalı	27	Samsun	M	Orhan	Kırcalı	AKP	
Orhan.Miroğlu	25	Mardin	M	Orhan	Miroğlu	AKP	
Orhan.Miroğlu	26	Mardin	M	Orhan	Miroğlu	AKP	
Orhan.Ocak	21	Bursa	M	Orhan	Ocak	DSP	
Orhan.Sarıbal	25	Bursa	M	Orhan	Sarıbal	CHP	
Orhan.Sarıbal	26	Bursa	M	Orhan	Sarıbal	CHP	
Orhan.Sarıbal	27	Bursa	M	Orhan	Sarıbal	CHP	
Orhan.Şen	21	Bursa	M	Orhan	Şen	MHP	
OrhanSeyfi.Terzibaşıoğlu	22	Muğla	M	Orhan Seyfi	Terzibaşıoğlu	AKP	
Orhan.Sümer	27	Adana	M	Orhan	Sümer	CHP	
Orhan.Sür	22	Balıkesir	M	Orhan	Sür	CHP	
Orhan.Taş	22	Sivas	M	Orhan	Taş	AKP	
Orhan.Yegin	27	Ankara	M	Orhan	Yegin	AKP	
Orhan.Yıldız	22	Artvin	M	Orhan	Yıldız	AKP	
OrhanZiya.Diren	22	Tokat	M	Orhan Ziya	Diren	CHP	
OrhanZiya.Diren	23	Tokat	M	Orhan Ziya	Diren	CHP	
Osman.Akman	22	Antalya	M	Osman	Akman	AKP	
OsmanAşkın.Bak	24	İstanbul	M	Osman Aşkın	Bak	AKP	
OsmanAşkın.Bak	25	Rize	M	Osman Aşkın	Bak	AKP	
OsmanAşkın.Bak	26	Rize	M	Osman Aşkın	Bak	AKP	
OsmanAşkın.Bak	27	Rize	M	Osman Aşkın	Bak	AKP	
Osman.Aslan	21	Diyarbakır	M	Osman	Aslan	FAZILET	
Osman.Aslan	22	Diyarbakır	M	Osman	Aslan	AKP	
Osman.Aslan	23	Diyarbakır	M	Osman	Aslan	AKP	
Osman.Aydın	24	Aydın	M	Osman	Aydın	CHP	
Osman.Baydemir	25	Şanlıurfa	M	Osman	Baydemir	HDP	
Osman.Baydemir	26	Şanlıurfa	M	Osman	Baydemir	HDP	Milletvekilliğinin düşmesi
Osman.Boyraz	24	İstanbul	M	Osman	Boyraz	AKP	
Osman.Boyraz	26	İstanbul	M	Osman	Boyraz	AKP	
Osman.Boyraz	27	İstanbul	M	Osman	Boyraz	AKP	
Osman.Çakır	23	Samsun	M	Osman	Çakır	MHP	
Osman.Çakır	24	Düzce	M	Osman	Çakır	AKP	
Osman.Can	25	İstanbul	M	Osman	Can	AKP	
Osman.Coşkun	23	Yozgat	M	Osman	Coşkun	AKP	
Osman.Coşkunoğlu	22	Uşak	M	Osman	Coşkunoğlu	CHP	
Osman.Coşkunoğlu	23	Uşak	M	Osman	Coşkunoğlu	CHP	
Osman.Demir	23	Tokat	M	Osman	Demir	AKP	
Osman.Durmuş	21	Kırıkkale	M	Osman	Durmuş	MHP	
Osman.Durmuş	23	Kırıkkale	M	Osman	Durmuş	MHP	
Osman.Ertuğrul	23	Aksaray	M	Osman	Ertuğrul	MHP	
OsmanFaruk.Loğoğlu	24	Adana	M	Osman Faruk	Loğoğlu	CHP	
OsmanFevzi.Zihnioğlu	21	Sakarya	M	Osman Fevzi	Zihnioğlu	MHP	
OsmanGazi.Aksoy	21	Isparta	M	Osman Gazi	Aksoy	MHP	
OsmanGazi.Yağmurdereli	23	İstanbul	M	Osman Gazi	Yağmurdereli	AKP	
Osman.Kahveci	24	Karabük	M	Osman	Kahveci	AKP	
Osman.Kahveci	25	Karabük	M	Osman	Kahveci	AKP	
Osman.Kaptan	22	Antalya	M	Osman	Kaptan	CHP	
Osman.Kaptan	23	Antalya	M	Osman	Kaptan	CHP	
Osman.Kaptan	24	Antalya	M	Osman	Kaptan	CHP	
Osman.Kılıç	21	İstanbul	M	Osman	Kılıç	DSP	
Osman.Kılıç	22	Sivas	M	Osman	Kılıç	AKP	
Osman.Kılıç	23	Sivas	M	Osman	Kılıç	AKP	
Osman.Mesten	26	Bursa	M	Osman	Mesten	AKP	
Osman.Mesten	27	Bursa	M	Osman	Mesten	AKP	
Osman.Müderrisoğlu	21	Antalya	M	Osman	Müderrisoğlu	MHP	
OsmanNuri.Filiz	22	Denizli	M	Osman Nuri	Filiz	AKP	
OsmanNuri.Gülaçar	27	Van	M	Osman Nuri	Gülaçar	AKP	
Osman.Ören	24	Siirt	M	Osman	Ören	AKP	
Osman.Ören	27	Siirt	M	Osman	Ören	AKP	
Osman.Özcan	22	Antalya	M	Osman	Özcan	CHP	
Osman.Özçelik	23	Siirt	M	Osman	Özçelik	Bağımsız	
Osman.Pepe	21	Kocaeli	M	Osman	Pepe	FAZILET	
Osman.Pepe	22	Kocaeli	M	Osman	Pepe	AKP	
Osman.Pepe	23	Kocaeli	M	Osman	Pepe	AKP	
Osman.Seyfi	22	Nevşehir	M	Osman	Seyfi	AKP	
OsmanTaney.Korutürk	24	İstanbul	M	Osman Taney	Korutürk	CHP	
Osman.Yumakoğulları	21	İstanbul	M	Osman	Yumakoğulları	FAZILET	
Oya.AkgönençMuğisuddin	21	Ankara	F	Oya	Akgönenç Muğisuddin	FAZILET	
Oya.Araslı	22	Ankara	F	Oya	Araslı	CHP	
Oya.Eronat	24	Diyarbakır	F	Oya	Eronat	AKP	
Oya.Eronat	27	Diyarbakır	F	Oya	Eronat	AKP	
Oya.Ersoy	27	İstanbul	F	Oya	Ersoy	HDP	
Özcan.Özel	27	Yalova	M	Özcan	Özel	CHP	Bağımsız
Özcan.Purçu	25	İzmir	M	Özcan	Purçu	CHP	
Özcan.Purçu	26	İzmir	M	Özcan	Purçu	CHP	
Özcan.Purçu	27	İzmir	M	Özcan	Purçu	CHP	
Özcan.Ulupınar	24	Zonguldak	M	Özcan	Ulupınar	AKP	
Özcan.Ulupınar	26	Zonguldak	M	Özcan	Ulupınar	AKP	
Özcan.Yeniçeri	24	Ankara	M	Özcan	Yeniçeri	MHP	
Özdal.Üçer	23	Van	M	Özdal	Üçer	Bağımsız	
Özdal.Üçer	24	Van	M	Özdal	Üçer	Bağımsız	HDP
Özgür.Ceylan	27	Çanakkale	M	Özgür	Ceylan	CHP	
Özgür.Karabat	27	İstanbul	M	Özgür	Karabat	CHP	
Özgür.Özel	24	Manisa	M	Özgür	Özel	CHP	
Özgür.Özel	25	Manisa	M	Özgür	Özel	CHP	
Özgür.Özel	26	Manisa	M	Özgür	Özel	CHP	
Özgür.Özel	27	Manisa	M	Özgür	Özel	CHP	
Özkan.Öksüz	21	Konya	M	Özkan	Öksüz	FAZILET	
Özkan.Öksüz	22	Konya	M	Özkan	Öksüz	AKP	
Özkan.Öksüz	23	Konya	M	Özkan	Öksüz	AKP	
Özkan.Yalım	25	Uşak	M	Özkan	Yalım	CHP	
Özkan.Yalım	26	Uşak	M	Özkan	Yalım	CHP	
Özkan.Yalım	27	Uşak	M	Özkan	Yalım	CHP	
Özlem.Çerçioğlu	22	Aydın	F	Özlem	Çerçioğlu	CHP	
Özlem.Çerçioğlu	23	Aydın	F	Özlem	Çerçioğlu	CHP	
Özlem.Müftüoğlu	23	Gaziantep	F	Özlem	Müftüoğlu	AKP	
Özlem.PiltanoğluTürköne	23	İstanbul	F	Özlem	Piltanoğlu Türköne	AKP	
Özlem.Yemişçi	24	Tekirdağ	F	Özlem	Yemişçi	AKP	
Özlem.Zengin	25	İstanbul	F	Özlem	Zengin	AKP	
Özlem.Zengin	27	Tokat	F	Özlem	Zengin	AKP	
Öznur.Çalık	23	Malatya	F	Öznur	Çalık	AKP	
Öznur.Çalık	24	Malatya	F	Öznur	Çalık	AKP	
Öznur.Çalık	25	Malatya	F	Öznur	Çalık	AKP	
Öznur.Çalık	26	Malatya	F	Öznur	Çalık	AKP	
Öznur.Çalık	27	Malatya	F	Öznur	Çalık	AKP	
Öztürk.Yılmaz	26	Ardahan	M	Öztürk	Yılmaz	CHP	
Öztürk.Yılmaz	27	Ardahan	M	Öztürk	Yılmaz	CHP	YP
PakizeMutlu.Aydemir	27	Balıkesir	F	Pakize Mutlu	Aydemir	AKP	
Pelin.GündeBakır	24	Kayseri	F	Pelin	Günde Bakır	AKP	
Perihan.Yılmaz	21	İstanbul	F	Perihan	Yılmaz	DSP	
Pero.Dundar	27	Mardin	F	Pero	Dundar	HDP	
Pervin.Buldan	23	Iğdır	F	Pervin	Buldan	Bağımsız	
Pervin.Buldan	24	Iğdır	F	Pervin	Buldan	Bağımsız	HDP
Pervin.Buldan	25	İstanbul	F	Pervin	Buldan	HDP	
Pervin.Buldan	26	İstanbul	F	Pervin	Buldan	HDP	
Pervin.Buldan	27	İstanbul	F	Pervin	Buldan	HDP	
Polat.Şaroğlu	27	Tunceli	M	Polat	Şaroğlu	CHP	
Polat.Türkmen	22	Zonguldak	M	Polat	Türkmen	AKP	
Polat.Türkmen	23	Zonguldak	M	Polat	Türkmen	AKP	
Polat.Türkmen	27	Zonguldak	M	Polat	Türkmen	AKP	
Radiye.SezerKatırcıoğlu	25	Kocaeli	F	Radiye	Sezer Katırcıoğlu	AKP	
Radiye.SezerKatırcıoğlu	26	Kocaeli	F	Radiye	Sezer Katırcıoğlu	AKP	
Radiye.SezerKatırcıoğlu	27	Kocaeli	F	Radiye	Sezer Katırcıoğlu	AKP	
Rafet.Sezen	26	Edirne	M	Rafet	Sezen	AKP	
Rafet.Zeybek	27	Antalya	M	Rafet	Zeybek	CHP	
RahmiAşkın.Türeli	24	İzmir	M	Rahmi Aşkın	Türeli	CHP	
Rahmi.Güner	23	Ordu	M	Rahmi	Güner	CHP	
Rahmi.Sezgin	21	İzmir	M	Rahmi	Sezgin	DSP	
